pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
Kepler-1886 b,Kepler-1886,1,1,Transit,2021,24.2758007,0.16,2.582,7.18,580.0,,5745.0,0.84,0.93,1059.51,1.6368955291536738,False,False,False,False,False,,,15.4559
Kepler-1887 b,Kepler-1887,1,1,Transit,2021,19.94750023,0.1421,2.925,8.88,625.0,,5749.0,0.86,0.96,1366.18,1.6789765906156524,False,False,False,False,False,,,15.9544
Kepler-1888 b,Kepler-1888,1,1,Transit,2021,11.39169979,0.0956,1.326,2.32,886.0,,5557.0,1.25,0.9,402.947,18.513794385319894,False,False,True,True,False,True,,11.8773
Kepler-1889 b,Kepler-1889,1,1,Transit,2021,37.30369949,0.2082,2.944,8.98,493.0,,5646.0,0.82,0.86,1395.13,0.6907366667800223,False,False,False,False,False,,,15.5173
Kepler-189 b,Kepler-189,1,2,Transit,2014,10.399931,0.088,1.21,1.92,678.0,,5235.0,0.75,0.79,591.534,3.039264513516999,False,False,True,True,False,True,,14.8213
Kepler-189 c,Kepler-189,1,2,Transit,2014,20.134866,0.137,2.38,22.7,544.0,,5235.0,0.75,0.79,591.534,4.851498291157097,False,False,False,False,False,,,14.8213
Kepler-1890 b,Kepler-1890,1,1,Transit,2021,4.82059002,0.0563,0.869,0.587,1328.0,,6046.0,1.4,1.02,529.596,16.64904940509871,False,False,True,True,False,True,,12.779
Kepler-1891 b,Kepler-1891,1,1,Transit,2021,4.02229023,0.0473,1.521,2.93,1017.0,,5516.0,0.83,0.87,596.24,20.037803571094976,False,False,False,True,False,True,,14.2754
Kepler-1892 b,Kepler-1892,1,1,Transit,2021,6.33123016,0.0633,1.837,4.03,822.0,,5383.0,0.76,0.85,851.595,6.70767282755746,False,False,False,True,False,True,,15.4008
Kepler-1893 b,Kepler-1893,1,1,Transit,2021,4.17936993,0.0504,1.706,3.55,1194.0,,5633.0,1.16,0.97,1050.72,13.964936373913323,False,False,False,True,False,True,,14.8964
Kepler-1894 b,Kepler-1894,1,2,Transit,2021,2.76266003,0.0385,1.201,1.87,1231.0,,5772.0,0.9,1.0,935.191,9.012575945220977,False,False,True,True,False,True,,15.3627
Kepler-1894 c,Kepler-1894,1,2,Transit,2023,5.05368985,0.0576,1.21,1.92,1007.0,,5772.0,0.9,1.0,935.191,4.087051925064124,False,False,True,True,False,True,,15.3627
Kepler-1895 b,Kepler-1895,1,1,Transit,2021,6.07029009,0.0615,2.119,5.14,789.0,,5076.0,0.76,0.86,984.187,7.079190805674572,False,False,False,False,False,,,15.4813
Kepler-1896 b,Kepler-1896,1,1,Transit,2021,44.87020111,0.2529,3.099,9.8,536.0,,6122.0,1.0,1.07,1732.91,0.5000270258072739,False,False,False,False,False,,,15.7001
Kepler-1897 b,Kepler-1897,1,1,Transit,2021,24.22030067,0.1546,2.814,8.32,505.0,,5165.0,0.76,0.86,983.174,1.9796828524320582,False,False,False,False,False,,,16.0047
Kepler-1898 b,Kepler-1898,1,1,Transit,2021,4.76562023,0.0522,0.934,0.76,1167.0,,5702.0,1.12,0.84,360.921,30.82935848781793,False,False,True,True,False,True,,13.1697
Kepler-1899 b,Kepler-1899,1,1,Transit,2021,4.0957799,0.0457,1.551,3.02,851.0,,4791.0,0.74,0.76,711.509,12.459305624012332,False,False,False,True,False,True,,15.9493
Kepler-19 b,Kepler-19,1,3,Transit,2011,9.28699,0.0846,2.209,6.1,851.0,,5541.0,0.86,0.94,218.562,105.5597361210318,False,False,False,False,False,,,11.8763
Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011,28.731,0.176574,3.68,13.1,,,5544.0,0.86,0.94,218.562,67.24960175563746,False,False,False,False,,,,11.8763
Kepler-19 d,Kepler-19,1,3,Radial Velocity,2017,62.95,,5.06,22.5,,,5544.0,0.86,0.94,218.562,,,,False,False,,,,11.8763
Kepler-190 b,Kepler-190,1,2,Transit,2014,2.019999,0.03,1.56,3.05,1166.0,,5106.0,0.8,0.86,433.387,92.1371769168372,True,False,False,True,False,True,,14.1175
Kepler-190 c,Kepler-190,1,2,Transit,2014,3.763024,0.045,1.46,2.73,948.0,,5106.0,0.8,0.86,433.387,35.86814345750788,False,False,True,True,False,True,,14.1175
Kepler-1900 b,Kepler-1900,1,1,Transit,2021,2.9862299,0.042,1.623,3.27,1356.0,,6173.0,1.04,1.1,1540.43,6.806458510089784,False,False,False,True,False,True,,15.2816
Kepler-1901 b,Kepler-1901,1,1,Transit,2021,3.48412991,0.0453,1.474,2.77,1132.0,,5696.0,0.92,1.02,1028.37,8.473745576536988,False,False,True,True,False,True,,14.9006
Kepler-1902 b,Kepler-1902,1,1,Transit,2021,3.82222009,0.0385,1.176,1.74,601.0,,3729.0,0.51,0.52,344.337,20.467563849029595,True,False,True,True,False,True,,15.662
Kepler-1903 b,Kepler-1903,1,1,Transit,2021,17.0678997,0.1321,2.286,5.85,769.0,,6347.0,1.0,1.05,1775.44,0.950024524554901,False,False,False,False,False,,,15.3413
Kepler-1904 b,Kepler-1904,1,1,Transit,2021,4.57702017,0.0436,1.39,2.51,567.0,,3805.0,0.5,0.53,270.854,34.635871783882784,True,False,True,True,False,True,,15.7421
Kepler-1905 b,Kepler-1905,1,1,Transit,2021,3.42392993,0.0451,1.446,2.69,1212.0,,5788.0,1.02,1.04,1051.53,9.67253946952636,False,False,True,True,False,True,,14.9902
Kepler-1906 b,Kepler-1906,1,1,Transit,2021,7.36268997,0.0738,2.776,8.13,901.0,,5868.0,0.89,0.99,1360.63,6.053772951273401,False,False,False,False,False,,,14.9602
Kepler-1907 b,Kepler-1907,1,2,Transit,2021,5.65245009,0.0565,0.87,0.589,856.0,,5159.0,0.8,0.75,292.111,17.783848936884457,False,False,True,True,False,True,,13.7309
Kepler-1907 c,Kepler-1907,1,2,Transit,2021,14.86390018,0.1076,1.155,1.63,620.0,,5159.0,0.8,0.75,292.111,8.642185357788435,False,False,True,True,False,True,,13.7309
Kepler-1909 b,Kepler-1909,1,1,Transit,2021,2.39160991,0.0306,1.092,1.33,1031.0,,4935.0,0.69,0.66,763.662,10.396765395335047,False,False,True,True,False,True,,15.7907
Kepler-191 b,Kepler-191,1,3,Transit,2014,9.939632,0.087,1.34,2.36,722.0,,5282.0,0.79,0.81,594.464,4.189615380526029,False,False,True,True,False,True,,14.7758
Kepler-191 c,Kepler-191,1,3,Transit,2014,17.738506,0.128,1.86,4.12,596.0,,5282.0,0.79,0.81,594.464,3.729142789479832,False,False,False,True,False,True,,14.7758
Kepler-191 d,Kepler-191,1,3,Transit,2016,5.94504102,0.0599,2.28,5.82,857.0,,5215.0,0.8,0.84,594.464,26.23885649904808,False,False,False,False,False,,,14.7758
Kepler-1910 b,Kepler-1910,1,1,Transit,2021,5.68876982,0.0536,1.184,1.78,645.0,,4234.0,0.64,0.64,,,,False,True,True,False,True,,15.5768
Kepler-1911 b,Kepler-1911,1,1,Transit,2021,5.9907999,0.0636,1.011,1.01,987.0,,5721.0,0.97,0.95,269.912,32.63526638017155,False,False,True,True,False,True,,12.1119
Kepler-1912 b,Kepler-1912,1,1,Transit,2021,6.05921984,0.0646,1.357,2.41,976.0,,5734.0,0.96,0.98,297.017,46.0971962178962,False,False,True,True,False,True,,12.2385
Kepler-1913 b,Kepler-1913,1,1,Transit,2021,14.1960001,0.1209,1.519,2.92,818.0,,6214.0,1.08,1.17,876.3,2.3977551562445334,False,False,False,True,False,True,,14.658
Kepler-1914 b,Kepler-1914,1,1,Transit,2021,30.82789993,0.1954,2.943,8.97,585.0,,5982.0,0.96,1.05,1621.56,0.7950745020161635,False,False,False,False,False,,,15.6826
Kepler-1915 b,Kepler-1915,1,1,Transit,2021,13.83539963,0.114,3.218,10.4,809.0,,6020.0,1.06,1.03,1514.66,3.9025079318505065,False,False,False,False,False,,,15.8388
Kepler-1916 b,Kepler-1916,1,1,Transit,2021,31.25429916,0.2053,2.618,7.35,635.0,,6246.0,1.09,1.18,2055.82,0.45713472025033647,False,False,False,False,False,,,15.8019
Kepler-1917 b,Kepler-1917,1,1,Transit,2021,12.90240002,0.103,1.89,4.23,675.0,,5530.0,0.79,0.88,909.037,2.5429640506340645,False,False,False,True,False,True,,15.4691
Kepler-1918 b,Kepler-1918,1,1,Transit,2021,47.0564003,0.2524,2.298,5.89,497.0,,5889.0,0.92,0.97,1030.11,0.6611953579564719,False,False,False,False,False,,,15.7023
Kepler-1919 b,Kepler-1919,1,1,Transit,2021,37.88660049,0.2107,2.624,7.38,479.0,,5513.0,0.82,0.87,1177.53,0.7521116814370864,False,False,False,False,False,,,15.8602
Kepler-192 b,Kepler-192,1,3,Transit,2014,9.926746,0.09,2.74,7.95,803.0,,5479.0,1.01,0.94,651.674,22.263737148152096,False,False,False,False,False,,,14.1039
Kepler-192 c,Kepler-192,1,3,Transit,2014,21.2234,0.15,2.79,8.2,623.0,,5479.0,1.01,0.94,651.674,8.310130571763949,False,False,False,False,False,,,14.1039
Kepler-192 d,Kepler-192,1,3,Transit,2016,6.47027579,0.0668,1.02,1.04,926.0,,5487.0,0.94,0.94,651.674,4.851123570992171,False,False,True,True,False,True,,14.1039
Kepler-1920 b,Kepler-1920,1,1,Transit,2021,30.2541008,0.2043,2.954,9.03,660.0,,6277.0,1.16,1.24,885.913,3.5844132817130823,False,False,False,False,False,,,14.3058
Kepler-1921 b,Kepler-1921,1,2,Transit,2021,20.03479958,0.1557,2.895,8.72,967.0,,6120.0,2.0,1.25,928.989,16.02355070867695,False,False,False,False,False,,,12.9842
Kepler-1921 c,Kepler-1921,1,2,Transit,2023,3.15722086,0.0454,1.41,2.57,1791.0,,6120.0,2.0,1.25,928.989,44.70595407965674,False,False,True,True,False,True,,12.9842
Kepler-1922 b,Kepler-1922,1,1,Transit,2021,13.22259998,0.1077,2.291,5.86,740.0,,5931.0,0.86,0.95,1344.29,1.851952051658678,False,False,False,False,False,,,15.1917
Kepler-1923 b,Kepler-1923,1,1,Transit,2021,52.60969925,0.2846,1.96,4.5,553.0,,5881.0,1.29,1.11,990.838,0.8039267205183399,False,False,False,True,False,True,,14.2312
Kepler-1924 b,Kepler-1924,1,1,Transit,2021,15.33170033,0.1216,2.654,7.53,821.0,,5726.0,1.29,1.02,1910.77,2.1711872486243,False,False,False,False,False,,,15.0841
Kepler-1925 b,Kepler-1925,1,1,Transit,2021,46.71640015,0.2588,3.002,9.28,531.0,,5856.0,1.09,1.06,1771.31,0.5095146535752341,False,False,False,False,False,,,15.1821
Kepler-1926 b,Kepler-1926,1,1,Transit,2021,42.87770081,0.2197,2.315,5.97,451.0,,5256.0,0.83,0.77,667.405,1.7171931593549545,False,False,False,False,False,,,15.6668
Kepler-1927 b,Kepler-1927,1,1,Transit,2021,73.75039673,0.3859,3.406,11.5,677.0,,6056.0,2.48,1.41,1091.0,4.025256783675144,False,False,False,False,False,,,13.2168
Kepler-1928 b,Kepler-1928,1,1,Transit,2021,19.57783,0.194,1.992,4.63,621.0,,5720.0,0.92,1.01,326.362,8.378218670731854,False,False,False,True,False,True,,12.6182
Kepler-1929 b,Kepler-1929,1,1,Transit,2021,59.36249924,0.2987,3.073,9.65,566.0,,5786.0,1.47,1.01,508.201,8.855606578647421,False,False,False,False,False,,,12.072
Kepler-193 b,Kepler-193,1,2,Transit,2014,11.38848,0.106,2.39,6.3,979.0,,6335.0,1.15,1.14,1009.1,6.602544542089994,False,False,False,False,False,,,14.596
Kepler-193 c,Kepler-193,1,2,Transit,2014,50.697494,0.286,2.75,8.0,595.0,,6335.0,1.15,1.14,1009.1,1.2007721034944863,False,False,False,False,False,,,14.596
Kepler-1930 b,Kepler-1930,1,1,Transit,2021,13.02680016,0.1025,1.53,2.95,643.0,,5083.0,0.84,0.84,275.694,20.684216454106068,False,False,False,True,False,True,,13.3746
Kepler-1931 b,Kepler-1931,1,1,Transit,2021,38.5760994,0.2356,2.653,7.53,619.0,,6167.0,1.22,1.17,620.091,4.908318463033721,False,False,False,False,False,,,12.5586
Kepler-1932 b,Kepler-1932,1,1,Transit,2021,0.52417702,0.0123,1.515,2.91,1891.0,,5278.0,0.82,0.91,713.733,200.24938604723462,True,False,False,True,False,True,,15.0331
Kepler-1933 b,Kepler-1933,1,1,Transit,2021,4.94329023,0.0561,1.18,1.76,1058.0,,5661.0,1.01,0.96,328.007,41.9483434855912,False,False,True,True,False,True,,12.6781
Kepler-1934 b,Kepler-1934,1,1,Transit,2021,1.41975999,0.0245,0.913,0.702,1700.0,,5925.0,1.04,0.97,428.514,81.79863080464224,True,False,True,True,False,True,,12.7503
Kepler-1935 b,Kepler-1935,1,1,Transit,2021,3.95140004,0.0463,2.503,6.82,1083.0,,5570.0,0.9,0.85,904.702,28.922353855125536,False,False,False,False,False,,,14.3684
Kepler-1936 b,Kepler-1936,1,1,Transit,2021,126.5569992,0.5548,3.166,10.2,524.0,,6501.0,1.85,1.42,871.096,1.468792120548247,False,False,False,False,False,,,13.3235
Kepler-1937 b,Kepler-1937,1,1,Transit,2021,9.68859959,0.0943,3.023,9.39,1014.0,,6457.0,1.2,1.19,905.069,18.06558465553897,False,False,False,False,False,,,14.0864
Kepler-1938 b,Kepler-1938,1,1,Transit,2021,13.06260014,0.0938,1.828,4.0,527.0,,4522.0,0.66,0.65,421.152,9.327319259422772,False,False,False,True,False,True,,14.8554
Kepler-1939 b,Kepler-1939,1,1,Transit,2021,2.7906599,0.0334,1.165,1.68,816.0,,4353.0,0.6,0.65,189.833,121.53965399903686,True,False,True,True,False,True,,13.3976
Kepler-194 b,Kepler-194,1,3,Transit,2014,2.092281,0.032,1.51,2.89,1648.0,,6089.0,1.02,1.09,1097.97,19.216457666498496,False,False,False,True,False,True,,14.9117
Kepler-194 c,Kepler-194,1,3,Transit,2014,17.308032,0.131,2.59,7.22,815.0,,6089.0,1.02,1.09,1097.97,3.3734659611666893,False,False,False,False,False,,,14.9117
Kepler-194 d,Kepler-194,1,3,Transit,2014,52.814973,0.275,2.4,6.35,562.0,,6089.0,1.02,1.09,1097.97,0.6573194623077536,False,False,False,False,False,,,14.9117
Kepler-1940 b,Kepler-1940,1,1,Transit,2021,4.95061016,0.0525,1.547,3.01,885.0,,5431.0,0.72,0.8,798.595,7.057873009543256,False,False,False,True,False,True,,15.2846
Kepler-1941 b,Kepler-1941,1,1,Transit,2021,31.33510017,0.2054,2.65,7.51,666.0,,6404.0,1.14,1.18,1494.39,0.9686629001821024,False,False,False,False,False,,,14.6228
Kepler-1942 b,Kepler-1942,1,1,Transit,2021,4.62604999,0.0516,2.117,5.13,1012.0,,5834.0,0.8,0.85,842.492,15.177167090577601,False,False,False,False,False,,,14.6596
Kepler-1943 b,Kepler-1943,1,1,Transit,2021,4.85018015,0.0571,1.549,3.02,1098.0,,6032.0,0.97,1.06,1004.55,6.861688074513237,False,False,False,True,False,True,,13.7453
Kepler-1944 b,Kepler-1944,1,1,Transit,2021,9.84257984,0.0918,2.76,8.05,801.0,,5585.0,0.97,1.06,1076.48,7.339463911416165,False,False,False,False,False,,,15.3313
Kepler-1945 b,Kepler-1945,1,1,Transit,2021,6.08003998,0.0597,1.289,2.21,808.0,,4991.0,0.8,0.77,,,,False,True,True,False,True,,
Kepler-1946 b,Kepler-1946,1,1,Transit,2021,3.03519011,0.0394,2.488,6.75,1143.0,,5505.0,0.87,0.89,1002.12,30.05435100000236,False,False,False,False,False,,,15.5613
Kepler-1947 b,Kepler-1947,1,1,Transit,2021,6.9636302,0.0711,1.01,1.01,1298.0,,6040.0,1.69,0.98,468.771,26.227414622088734,False,False,True,True,False,True,,12.877
Kepler-1948 b,Kepler-1948,1,1,Transit,2021,15.57129955,0.1022,1.033,1.09,399.0,,3872.0,0.56,0.59,193.903,8.521299870183967,False,False,True,True,False,True,,13.9243
Kepler-1949 b,Kepler-1949,1,1,Transit,2021,2.20828009,0.0352,2.22,5.56,1709.0,,6028.0,1.45,1.19,2617.35,12.207676807231097,False,False,False,False,False,,,15.2008
Kepler-195 b,Kepler-195,1,2,Transit,2014,8.307872,0.077,2.03,4.78,751.0,,5329.0,0.78,0.84,652.051,9.945730805187349,False,False,False,True,False,,,14.7989
Kepler-195 c,Kepler-195,1,2,Transit,2014,34.096863,0.197,1.55,3.02,469.0,,5329.0,0.78,0.84,652.051,0.8858435326210619,False,False,False,True,False,True,,14.7989
Kepler-1950 b,Kepler-1950,1,1,Transit,2021,10.77690029,0.0871,1.527,2.95,752.0,,5455.0,0.85,0.76,697.253,4.567713253329034,False,False,False,True,False,True,,14.5569
Kepler-1951 b,Kepler-1951,1,1,Transit,2021,20.65780067,0.1435,2.321,6.0,728.0,,5468.0,1.31,0.92,1277.32,2.7516275270684325,False,False,False,False,False,,,14.1599
Kepler-1952 b,Kepler-1952,1,1,Transit,2021,27.21080017,0.1724,1.239,2.07,725.0,,5973.0,1.31,0.92,852.062,1.2208668081349368,False,False,True,True,False,True,,13.8909
Kepler-1953 b,Kepler-1953,1,1,Transit,2021,6.24565983,0.0607,1.286,2.2,731.0,,4858.0,0.71,0.79,605.631,6.168862049660903,False,False,True,True,False,True,,15.4666
Kepler-1954 b,Kepler-1954,1,1,Transit,2021,5.88343,0.0625,1.802,3.9,949.0,,5840.0,0.85,0.94,1373.83,3.1821555029040285,False,False,False,True,False,True,,15.7125
Kepler-1955 b,Kepler-1955,1,1,Transit,2021,14.26519966,0.117,1.167,1.69,853.0,,5825.0,1.29,1.05,449.351,8.199322792863747,False,False,True,True,False,True,,12.5298
Kepler-1956 b,Kepler-1956,1,1,Transit,2021,5.94371986,0.0563,1.089,1.32,674.0,,4391.0,0.68,0.67,360.468,13.314453993635162,False,False,True,True,False,True,,15.5722
Kepler-1957 b,Kepler-1957,1,1,Transit,2021,2.18662,0.0299,0.944,0.79,1099.0,,4904.0,0.77,0.74,460.899,27.82092276569009,True,False,True,True,False,True,,14.7806
Kepler-1958 b,Kepler-1958,1,1,Transit,2021,9.32861996,0.0856,2.051,4.86,806.0,,5749.0,0.86,0.96,1320.38,2.435470195053664,False,False,False,True,False,,,15.4313
Kepler-1959 b,Kepler-1959,1,1,Transit,2021,6.38669014,0.0617,1.143,1.57,811.0,,5071.0,0.81,0.77,479.263,9.802669637427973,False,False,True,True,False,True,,14.5568
Kepler-196 b,Kepler-196,1,3,Transit,2014,20.739886,0.138,1.9,4.27,536.0,,5128.0,0.78,0.85,451.312,5.662190439035991,False,False,False,True,False,True,,14.1033
Kepler-196 c,Kepler-196,1,3,Transit,2014,47.427737,0.24,2.24,5.65,407.0,,5128.0,0.78,0.85,451.312,2.6020102093341073,False,False,False,False,False,,,14.1033
Kepler-196 d,Kepler-196,1,3,Transit,2021,122.0800018,0.4484,2.661,7.56,297.0,,5132.0,0.77,0.81,451.312,1.0251471985331966,False,False,False,False,True,,,14.1033
Kepler-1960 b,Kepler-1960,1,1,Transit,2021,2.29794002,0.0354,1.307,2.26,1547.0,,6371.0,1.07,1.12,1527.56,6.688298557804178,False,False,True,True,False,True,,15.0761
Kepler-1961 b,Kepler-1961,1,1,Transit,2021,5.6047101,0.0588,1.619,3.25,866.0,,5401.0,0.78,0.87,1042.45,4.244414439999086,False,False,False,True,False,True,,15.695
Kepler-1962 b,Kepler-1962,1,1,Transit,2021,7.99145985,0.0783,1.215,1.95,901.0,,5700.0,1.01,1.0,866.826,3.268947311666169,False,False,True,True,False,True,,14.9657
Kepler-1963 b,Kepler-1963,1,1,Transit,2021,1.96226001,0.0298,0.744,0.337,1448.0,,5726.0,0.98,0.92,492.847,24.64570578698417,True,False,True,False,False,,,13.8875
Kepler-1964 b,Kepler-1964,1,1,Transit,2021,2.44082999,0.0322,1.781,3.83,986.0,,4803.0,0.7,0.75,,,,False,False,True,False,True,,
Kepler-1965 b,Kepler-1965,1,1,Transit,2021,41.86869812,0.2301,1.354,2.4,492.0,,5852.0,0.84,0.93,521.791,0.8973657620220729,False,False,True,True,False,True,,13.6415
Kepler-1966 b,Kepler-1966,1,1,Transit,2021,8.61742973,0.0763,1.105,1.39,733.0,,5009.0,0.84,0.8,484.601,6.301811962460702,False,False,True,True,False,True,,14.7889
Kepler-1967 b,Kepler-1967,1,1,Transit,2021,7.28169012,0.0735,0.73,0.315,1086.0,,4970.0,1.81,1.0,249.102,52.08033426086169,False,False,True,False,False,,,13.3752
Kepler-1968 b,Kepler-1968,1,1,Transit,2021,7.2810998,0.0696,1.5,2.86,744.0,,5008.0,0.79,0.84,750.93,5.1406650985611595,False,False,True,True,False,True,,15.9711
Kepler-1969 b,Kepler-1969,1,1,Transit,2021,6.64752007,0.0717,1.682,3.47,999.0,,6046.0,1.01,1.11,1204.54,3.8691357393246792,False,False,False,True,False,True,,15.6806
Kepler-197 b,Kepler-197,2,4,Transit,2014,5.599308,0.06,1.02,1.04,1142.0,,6004.0,1.12,0.86,330.575,33.17369709731833,False,False,True,True,False,True,,11.78
Kepler-197 c,Kepler-197,2,4,Transit,2014,10.349695,0.09,1.23,5.3,930.0,,6004.0,1.12,0.86,330.575,21.439824998305316,False,False,True,False,False,,,11.78
Kepler-197 d,Kepler-197,2,4,Transit,2014,15.677563,0.119,1.22,1.98,810.0,,6004.0,1.12,0.86,330.575,12.064845663805583,False,False,True,True,False,True,,11.78
Kepler-197 e,Kepler-197,2,4,Transit,2014,25.209715,0.164,0.91,0.693,691.0,,6004.0,1.12,0.86,330.575,3.5341999847534353,False,False,True,True,False,True,,11.78
Kepler-1972 b,Kepler-1972,1,2,Transit,2014,7.54425,0.0763,0.802,2.02,1084.0,,5818.0,1.38,1.12,287.339,25.484063670698866,False,False,True,True,False,True,,11.1438
Kepler-1972 c,Kepler-1972,1,2,Transit,2014,11.3295,0.1041,0.868,2.11,1215.0,,5818.0,1.38,1.12,287.339,16.036404863682638,False,False,True,True,False,True,,11.1438
Kepler-1976 b,Kepler-1976,1,1,Transit Timing Variations,2023,4.95931924,0.0565,12.21,,1103.0,,5712.0,1.08,0.98,1314.51,315.2493172056539,False,False,False,,False,,,15.258
Kepler-1977 b,Kepler-1977,1,1,Transit,2023,4.53702121,0.0486,1.66,3.39,798.0,,4805.0,0.69,0.77,592.711,15.810872788989819,False,False,False,True,False,True,,15.654
Kepler-1978 b,Kepler-1978,1,1,Transit,2023,10.84969477,0.0914,2.67,7.61,676.0,,5251.0,0.78,0.87,865.512,6.9306369473396305,False,False,False,False,False,,,15.3665
Kepler-1979 b,Kepler-1979,1,1,Transit,2023,18.5084526,0.1383,29.33,79500.0,683.0,,5942.0,0.94,1.03,1076.27,343.0781054470891,False,False,False,False,False,,,15.2323
Kepler-198 b,Kepler-198,1,3,Transit,2014,17.790037,0.131,2.82,8.35,655.0,,5574.0,0.94,0.97,495.358,16.686796517732326,False,False,False,False,False,,,13.5662
Kepler-198 c,Kepler-198,1,3,Transit,2014,49.567416,0.259,2.47,6.66,465.0,,5574.0,0.94,0.97,495.358,3.275003158171954,False,False,False,False,False,,,13.5662
Kepler-198 d,Kepler-198,1,3,Transit,2016,1.31184443,0.0229,1.53,2.96,1562.0,,5636.0,0.93,0.97,495.358,157.34010354345463,True,False,False,True,False,True,,13.5662
Kepler-1980 b,Kepler-1980,1,1,Transit,2023,33.0257179,0.2049,2.21,5.52,564.0,,5819.0,0.99,1.05,1709.4,0.39019672550698636,False,False,False,False,False,,,15.5691
Kepler-1981 b,Kepler-1981,1,1,Transit,2023,453.54212,1.3292,9.23,62.5,390.0,,5874.0,3.01,1.52,659.395,10.047648385323432,False,True,False,False,False,,,13.3811
Kepler-1982 b,Kepler-1982,1,1,Transit,2023,3.82315697,0.0511,0.77,0.381,1282.0,,6202.0,1.12,1.21,558.855,9.119634097506225,False,False,True,False,False,,,12.6166
Kepler-1983 b,Kepler-1983,1,1,Transit,2023,7.32851947,0.0689,2.33,6.04,807.0,,5135.0,0.87,0.81,424.428,48.0511570029805,False,False,False,False,False,,,14.3031
Kepler-1984 b,Kepler-1984,1,1,Transit,2023,1.99281234,0.0238,6.81,37.3,675.0,,3638.0,0.42,0.45,,,,False,False,False,False,,,15.8683
Kepler-1985 b,Kepler-1985,1,1,Transit,2023,3.42064689,0.0426,2.27,5.77,1129.0,,5370.0,0.97,0.88,,,,False,False,False,False,,,15.7053
Kepler-1986 b,Kepler-1986,1,1,Transit,2023,19.5489666,0.1307,1.89,4.23,579.0,,5549.0,0.73,0.78,912.085,1.3395148312536502,False,False,False,True,False,True,,15.718
Kepler-1987 b,Kepler-1987,1,4,Transit,2023,2.345863,0.0318,1.23,2.04,997.0,,4769.0,0.71,0.8,595.683,21.254077907682596,False,False,True,True,False,True,,15.505
Kepler-1987 c,Kepler-1987,1,4,Transit,2023,3.64830183,0.0427,1.33,2.33,860.0,,4769.0,0.71,0.8,595.683,13.782684573964183,False,False,True,True,False,True,,15.505
Kepler-1987 d,Kepler-1987,1,4,Transit,2023,5.64491415,0.0571,2.66,7.56,744.0,,4769.0,0.71,0.8,595.683,30.830270986609847,False,False,False,False,False,,,15.505
Kepler-1987 e,Kepler-1987,1,4,Transit,2023,8.74292005,0.0765,1.92,4.35,643.0,,4769.0,0.71,0.8,595.683,8.94882205551268,False,False,False,True,False,True,,15.505
Kepler-1988 b,Kepler-1988,1,1,Transit,2023,11.49500229,0.1038,1.53,2.96,1105.0,,6033.0,1.79,1.13,513.426,26.408181808698888,False,False,False,True,False,True,,12.1213
Kepler-1989 b,Kepler-1989,1,1,Transit,2023,10.16102353,0.0918,4.62,19.3,904.0,,6032.0,1.06,1.0,1252.13,18.15145641698924,False,False,False,False,False,,,14.6131
Kepler-199 b,Kepler-199,1,2,Transit,2014,23.637604,0.158,3.11,9.85,595.0,,5644.0,0.97,0.96,521.054,13.427173609251348,False,False,False,False,False,,,13.5973
Kepler-199 c,Kepler-199,1,2,Transit,2014,67.093408,0.316,3.25,10.6,420.0,,5644.0,0.97,0.96,521.054,3.665815108604062,False,False,False,False,False,,,13.5973
Kepler-1990 b,Kepler-1990,1,2,Transit,2023,1.73513619,0.0286,3.27,10.7,1554.0,,5751.0,1.07,1.03,392.739,970.3377656001888,True,False,False,False,False,,,12.5829
Kepler-1990 c,Kepler-1990,1,2,Transit,2023,4.06844957,0.0504,0.98,0.904,1170.0,,5751.0,1.07,1.03,392.739,28.064064763325554,False,False,True,True,False,True,,12.5829
Kepler-1991 b,Kepler-1991,1,2,Transit,2023,13.26079792,0.1065,1.47,2.76,760.0,,5478.0,1.05,0.91,855.82,2.867802170785084,False,False,True,True,False,True,,14.7212
Kepler-1991 c,Kepler-1991,1,2,Transit,2023,22.79020351,0.1528,2.57,7.13,634.0,,5478.0,1.05,0.91,855.82,4.258270769913722,False,False,False,False,False,,,14.7212
Kepler-1992 b,Kepler-1992,1,1,Transit,2023,15.6112238,0.1169,0.91,0.693,637.0,,5383.0,0.84,0.87,532.955,1.5053283905260633,False,False,True,True,False,True,,13.554
Kepler-1993 b,Kepler-1993,1,1,Transit,2023,26.6565737,0.1943,4.15,16.1,903.0,,5159.0,3.06,1.37,1031.91,40.115277697425014,False,False,False,False,False,,,13.2589
Kepler-1994 b,Kepler-1994,1,1,Transit,2023,4.61225043,0.053,0.51,0.087,1032.0,,5495.0,0.96,0.93,241.991,14.572452574832703,True,False,True,False,False,,,11.8227
Kepler-1995 b,Kepler-1995,1,1,Transit,2023,73.7578875,0.3259,4.28,16.9,375.0,,5029.0,0.93,0.85,595.331,4.2088913890285555,False,False,False,False,False,,,15.1988
Kepler-1996 b,Kepler-1996,1,2,Transit,2023,32.376183,0.1789,2.26,5.73,392.0,,4580.0,0.68,0.75,440.561,3.8019108069216734,False,False,False,False,False,,,14.8656
