pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,snr_value,can_separate,in_habitable_zone,suitable_radius,suitable_mass,suitable_temp,potential_magnetic_field,is_habitable,sy_gaiamag
HAT-P-52 b,HAT-P-52,1,1,Transit,2015,2.7535953,0.03694,11.31,259.98494,1218.0,K1,5131.0,0.89,0.89,361.155,5692.777072539558,True,False,False,False,False,,,13.787
HAT-P-53 b,HAT-P-53,1,1,Transit,2015,1.9616241,0.03159,14.773,471.65972,1778.0,,5956.0,1.21,1.09,666.802,7201.369531786996,False,False,False,False,False,,,13.5142
HAT-P-54 b,HAT-P-54,1,1,Transit,2015,3.799847,0.04117,10.581,241.5508,818.0,K7,4390.0,0.62,0.65,143.651,12304.324227695175,True,False,False,False,False,,,13.0172
HAT-P-55 b,HAT-P-55,1,1,Transit,2015,3.5852313,0.04628,14.841,189.42573,1367.0,,5804.0,1.1,1.03,511.388,4757.994484030701,False,False,False,False,False,,,13.0955
HAT-P-56 b,HAT-P-56,1,1,Transit,2015,2.79083,0.0423,16.926,734.1873,1840.0,F8,6566.0,1.47,1.42,320.639,33653.47512952788,True,False,False,False,False,,,10.8245
HAT-P-57 b,HAT-P-57,3,1,Transit,2015,2.4653,0.0406,19.504,448.1403,2200.0,A8 V,6330.0,1.85,2.77,279.86,100845.63538167233,True,False,False,False,False,,,10.4253
HAT-P-58 b,HAT-P-58,1,1,Transit,2021,4.0138379,0.04994,14.93,118.23217,1622.0,,6078.0,1.53,1.03,515.59,7870.393200863688,False,False,False,False,False,,,12.7202
HAT-P-59 b,HAT-P-59,1,1,Transit,2021,4.1419771,0.05064,12.588,489.45575,1278.0,,5678.0,1.1,1.01,265.471,10609.068981361785,True,False,False,False,False,,,11.6787
HAT-P-6 b,HAT-P-6,1,1,Transit,2007,3.85298,0.05239,16.589,419.5356,1675.0,,6570.0,1.62,1.79,275.358,34703.89728695986,True,False,False,False,False,,,10.3056
HAT-P-60 b,HAT-P-60,1,1,Transit,2021,4.7947813,0.06277,18.282,182.43351,1772.0,,6212.0,2.2,1.44,233.22,75484.35206121719,True,False,False,False,False,,,9.56355
HAT-P-61 b,HAT-P-61,1,1,Transit,2021,1.90231289,0.0301,10.077,335.94463,1505.0,,5587.0,0.94,1.0,338.84,8625.730538808815,True,False,False,False,False,,,12.9386
HAT-P-62 b,HAT-P-62,1,1,Transit,2021,2.6453235,0.03772,12.027,241.86742,1512.0,,5629.0,1.17,1.02,348.815,11438.067951259261,True,False,False,False,False,,,12.4362
HAT-P-63 b,HAT-P-63,1,1,Transit,2021,3.377728,0.04294,12.543,195.14664,1237.0,,5400.0,0.97,0.93,403.458,4932.028416907503,False,False,False,False,False,,,13.5106
HAT-P-64 b,HAT-P-64,1,1,Transit,2021,4.007232,0.05387,19.089,184.34048,1766.0,,6457.0,1.74,1.3,651.897,8945.67130207824,False,False,False,False,False,,,12.6221
HAT-P-65 b,HAT-P-65,1,1,Transit,2016,2.60544751,0.04042,18.058,176.07694,1818.0,G2,5872.0,1.67,1.3,738.519,10206.016718045705,False,False,False,False,False,,,12.9952
HAT-P-66 b,HAT-P-66,1,1,Transit,2016,2.972086,0.04363,17.822,248.86089,1896.0,G0,6002.0,1.88,1.26,935.456,6739.24773636363,False,False,False,False,False,,,12.8922
HAT-P-67 b,HAT-P-67,2,1,Transit,2017,4.8101025,0.06505,23.371,108.0622,1903.0,,6406.0,2.55,1.64,371.686,60755.82794284096,False,False,False,False,False,,,9.97496
HAT-P-68 b,HAT-P-68,1,1,Transit,2020,2.29840551,0.02996,12.016,230.10892,1028.0,K,4508.0,0.67,0.68,202.152,17669.723021663212,True,False,False,False,False,,,13.5442
HAT-P-69 b,HAT-P-69,1,1,Transit,2019,4.7869491,0.06555,18.786,1137.8314,1930.0,,7394.0,1.93,1.65,341.263,26269.962533657348,False,False,False,False,False,,,9.77332
HAT-P-7 b,HAT-P-7,2,1,Transit,2008,2.20474,0.03676,16.926,584.8072,2733.0,,6389.0,2.0,1.56,341.079,72896.67121212585,True,False,False,False,False,,,10.3654
HAT-P-70 b,HAT-P-70,1,1,Transit,2019,2.74432452,0.04739,20.961,2154.8874,2562.0,,8450.0,1.86,1.89,330.739,61873.637567631944,False,False,False,False,False,,,9.45174
HAT-P-8 b,HAT-P-8,3,1,Transit,2008,3.07634,0.04496,15.693,406.8224,1700.0,F6,6200.0,1.57,1.27,211.553,67099.65271968333,True,False,False,False,False,,,10.1489
HAT-P-9 b,HAT-P-9,1,1,Transit,2008,3.92281072,0.05287,15.614,238.05467,1540.0,F7,6350.0,1.34,1.28,455.203,7558.038411803601,False,False,False,False,False,,,12.1536
HATS-1 b,HATS-1,1,1,Transit,2012,3.446459,0.0444,14.594,589.55,1359.0,,5870.0,1.04,0.99,283.971,14491.102907752713,True,False,False,False,False,,,11.9363
HATS-10 b,HATS-10,1,1,Transit,2015,3.312846,0.04491,10.862,167.17858,1407.0,,5880.0,1.1,1.1,534.889,2473.95345003546,False,False,False,False,False,,,12.9838
HATS-11 b,HATS-11,1,1,Transit,2016,3.619188,0.0507,18.03,263.7989,1596.0,G0,6563.0,1.54,1.33,944.603,3361.3856010581835,False,False,False,False,False,,,13.8333
HATS-12 b,HATS-12,1,1,Transit,2016,3.142702,0.0441,7.76,759.6137,1446.0,F,6357.0,1.17,1.16,746.138,761.3417914545515,False,False,False,False,False,,,12.6766
HATS-13 b,HATS-13,1,1,Transit,2015,3.0440499,0.04057,13.585,172.58169,1244.0,,5523.0,0.89,0.96,421.855,4990.716285124517,False,False,False,False,False,,,13.6799
HATS-14 b,HATS-14,1,1,Transit,2015,2.7667641,0.03815,11.646,340.39593,1276.0,,5346.0,0.93,0.97,513.011,3062.506571870849,False,False,False,False,False,,,13.7712
HATS-15 b,HATS-15,1,1,Transit,2016,1.74748753,0.02712,12.386,689.6911,1505.0,G9 V,5311.0,0.92,0.87,1139.55,1359.538982375856,False,False,False,False,False,,,14.6473
HATS-16 b,HATS-16,1,1,Transit,2016,2.686502,0.03744,14.572,1039.3041,1592.0,G3 V,5738.0,1.24,0.97,757.044,4064.131688512912,False,False,False,False,False,,,13.6864
HATS-17 b,HATS-17,1,1,Transit,2016,16.254611,0.1308,8.709,425.25654,814.0,G V,5846.0,1.09,1.13,400.331,328.65152074947673,False,False,False,False,False,,,12.2179
HATS-18 b,HATS-18,1,1,Transit,2016,0.83784,0.0174,14.897,629.14449,2069.0,G V,5600.0,1.02,1.04,624.368,19562.22317980402,True,False,False,False,False,,,13.8786
HATS-2 b,HATS-2,1,1,Transit,2013,1.35413379,0.02317,12.576,435.42492,1550.0,K,5227.0,0.88,0.9,341.925,19513.565158824345,True,False,False,False,False,,,13.3419
HATS-22 b,HATS-22,1,1,Transit,2017,4.7228124,0.05025,10.682,870.8542,858.0,K V,4803.0,0.69,0.76,229.518,4084.112484040376,True,False,False,False,False,,,13.1225
HATS-23 b,HATS-23,1,1,Transit,2017,2.1605156,0.03397,20.849,467.2101,1654.0,G V,5780.0,1.2,1.12,639.004,13284.178529350795,False,False,False,False,False,,,13.752
HATS-24 b,HATS-24,1,1,Transit,2017,1.3484978,0.0238,15.637,718.2958,2166.0,F V,6125.0,1.12,1.07,494.182,22172.525252083484,True,False,False,False,False,,,12.6911
HATS-25 b,HATS-25,1,1,Transit,2016,4.2986432,0.05163,14.123,194.82979,1277.0,G,5715.0,1.11,0.99,471.158,4153.005311153874,False,False,False,False,False,,,12.9353
HATS-26 b,HATS-26,1,1,Transit,2016,3.3023881,0.04735,19.616,206.5895,1918.0,F,6071.0,2.04,1.3,861.843,9615.789701459687,False,False,False,False,False,,,12.8431
HATS-27 b,HATS-27,1,1,Transit,2016,4.637038,0.0611,16.814,168.4499,1659.0,F,6438.0,1.74,1.42,816.988,3435.0005189210833,False,False,False,False,False,,,12.6792
HATS-28 b,HATS-28,1,1,Transit,2016,3.1810781,0.04131,13.384,213.58176,1253.0,G,5498.0,0.92,0.93,535.383,3099.6165193072447,False,False,False,False,False,,,13.7929
HATS-29 b,HATS-29,1,1,Transit,2016,4.6058749,0.05475,14.022,207.54299,1212.0,G,5670.0,1.07,1.03,353.891,5996.256440080446,False,False,False,False,False,,,12.4594
HATS-3 b,HATS-3,1,1,Transit,2013,3.547851,0.0485,15.48,340.382,1648.0,F,6351.0,1.4,1.21,411.211,11808.236956667231,False,False,False,False,False,,,11.8914
HATS-30 b,HATS-30,2,1,Transit,2016,3.1743516,0.04354,13.171,224.38798,1414.0,G,5943.0,1.06,1.09,342.14,8783.44080035544,True,False,False,False,False,,,12.0815
HATS-31 b,HATS-31,1,1,Transit,2016,3.37796,0.0478,18.383,279.6904,1823.0,,6050.0,1.87,1.28,773.974,8633.9086784593,False,False,False,False,False,,,12.9613
HATS-32 b,HATS-32,1,1,Transit,2016,2.8126548,0.04024,14.0,292.4036,1437.0,,5700.0,1.1,1.1,745.116,2638.0177854710996,False,False,False,False,False,,,14.2166
HATS-33 b,HATS-33,1,1,Transit,2016,2.5495551,0.03727,13.787,378.85336,1429.0,,5659.0,1.02,1.06,248.46,23062.593670275695,True,False,False,False,False,,,11.7082
HATS-34 b,HATS-34,1,1,Transit,2016,2.1061607,0.03166,16.029,299.07803,1445.0,,5380.0,0.98,0.96,508.842,9507.739766076767,False,False,False,False,False,,,13.679
HATS-35 b,HATS-35,1,1,Transit,2016,1.8209993,0.03199,16.41,388.38826,2037.0,,6300.0,1.43,1.32,514.555,20323.436811970445,False,False,False,False,False,,,12.4605
HATS-36 b,HATS-36,1,1,Transit,2018,4.175186,0.0523,12.92,1022.14128,1203.0,G0 V,5950.0,1.1,1.1,856.436,1006.7396907893308,False,False,False,False,False,,,14.233
HATS-37 A b,HATS-37 A,2,1,Transit,2020,4.3315366,0.04913,6.793,31.46517,1085.0,,5326.0,0.88,0.84,211.896,3297.2321676534634,True,False,False,False,False,,,11.9978
HATS-38 b,HATS-38,1,1,Transit,2020,4.375021,0.05036,6.882,23.51942,1294.0,,5732.0,1.1,0.89,343.525,1914.8138823376105,False,False,False,False,False,,,12.2781
HATS-39 b,HATS-39,1,1,Transit,2018,4.5776348,0.06007,17.598,200.2329,1645.0,,6572.0,1.62,1.38,878.521,2918.348128305151,False,False,False,False,False,,,12.6539
HATS-4 b,HATS-4,1,1,Transit,2014,2.516729,0.0362,11.433,420.471,1315.0,G,5403.0,0.93,1.0,416.459,4974.216217477418,False,False,False,False,False,,,13.2862
HATS-40 b,HATS-40,1,1,Transit,2018,3.2642736,0.04997,17.71,505.3497,2101.0,,6460.0,2.26,1.56,1342.29,3560.759095728794,False,False,False,False,False,,,13.2842
HATS-41 b,HATS-41,1,1,Transit,2018,4.193649,0.0583,14.908,3082.951,1710.0,,6424.0,1.71,1.5,737.668,3513.7591621330266,False,False,False,False,False,,,12.5892
HATS-42 b,HATS-42,1,1,Transit,2018,2.292102,0.03689,15.693,597.5204,1856.0,,6060.0,1.48,1.27,800.377,6187.694588689062,False,False,False,False,False,,,13.5627
HATS-43 b,HATS-43,1,1,Transit,2018,4.3888497,0.04944,13.227,82.95363,1003.0,,5099.0,0.81,0.84,362.273,3578.1940206355775,False,False,False,False,False,,,13.4014
HATS-44 b,HATS-44,1,1,Transit,2018,2.7439004,0.03649,11.96,177.9848,1161.0,,5080.0,0.85,0.86,446.035,3901.347239686523,False,False,False,False,False,,,14.1595
HATS-45 b,HATS-45,1,1,Transit,2018,4.1876244,0.05511,14.415,222.481,1518.0,,6450.0,1.32,1.27,772.11,1999.6683797824114,False,False,False,False,False,,,13.2385
HATS-46 b,HATS-46,1,1,Transit,2018,4.7423729,0.05367,10.122,54.98459,1054.0,,5495.0,0.85,0.92,453.808,1247.8518624794838,False,False,False,False,False,,,13.527
HATS-47 b,HATS-47,1,1,Transit,2020,3.9228038,0.04269,12.52,117.27927,853.0,,4512.0,0.66,0.67,300.67,4144.422511731469,True,False,False,False,False,,,14.3998
HATS-48 A b,HATS-48 A,2,1,Transit,2020,3.1316666,0.03769,8.967,77.23269,955.0,,4546.0,0.72,0.73,263.609,4222.664627186543,True,False,False,False,False,,,13.8951
HATS-49 b,HATS-49,1,1,Transit,2020,4.1480467,0.04515,8.575,112.19399,835.0,,4405.0,0.7,0.71,324.413,1679.3929664346756,True,False,False,False,False,,,14.5449
HATS-5 b,HATS-5,1,1,Transit,2014,4.763387,0.0542,10.223,75.323,1025.0,G,5304.0,0.87,0.94,246.384,4435.796873510737,True,False,False,False,False,,,12.4288
HATS-50 b,HATS-50,1,1,Transit,2017,3.8297015,0.05046,12.666,123.9537,,,5990.0,1.12,1.17,756.742,1380.1454037971491,False,False,False,False,,,,13.8936
HATS-51 b,HATS-51,1,1,Transit,2017,3.3488702,0.04639,15.805,244.09344,1553.0,,5758.0,1.44,1.19,389.57,15859.67300561696,False,False,False,False,False,,,12.3293
HATS-52 b,HATS-52,1,1,Transit,2017,1.36665436,0.02498,15.491,711.9392,1834.0,,6010.0,1.05,1.11,555.134,13758.053174164468,True,False,False,False,False,,,13.6269
HATS-53 b,HATS-53,1,1,Transit,2017,3.8537768,0.04753,15.02,189.10885,1312.0,,5644.0,1.1,0.96,585.77,3521.5621362000065,False,False,False,False,False,,,13.6564
HATS-54 b,HATS-54,1,1,Transit,2019,2.5441765,0.037,11.377,239.32479,1429.0,G6 V,5621.0,1.23,1.05,748.585,2552.584041844013,False,False,False,False,False,,,13.7762
HATS-55 b,HATS-55,1,1,Transit,2019,4.2042001,0.05412,14.022,292.72143,1367.0,,6214.0,1.13,1.2,609.838,2304.7948334075422,False,False,False,False,False,,,13.3498
HATS-56 b,HATS-56,1,1,Transit,2019,4.324799,0.06043,18.921,191.33366,1902.0,,6536.0,2.2,1.57,564.409,14894.99918816152,False,False,False,False,False,,,11.4877
HATS-57 b,HATS-57,1,1,Transit,2019,2.350621,0.03493,12.767,1000.21101,1413.0,,5587.0,0.96,1.03,279.485,15761.806920484498,True,False,False,False,False,,,12.1816
HATS-58 A b,HATS-58 A,2,1,Transit,2019,4.2180896,0.05798,12.274,327.3649,1721.0,,7175.0,1.43,1.46,403.591,5626.0675829105285,False,False,False,False,False,,,11.7679
HATS-59 b,HATS-59,1,2,Transit,2018,5.416081,0.06112,12.621,256.17098,1128.0,,5670.0,1.04,1.04,642.884,1115.8923144609498,False,False,False,False,False,,,13.7854
HATS-59 c,HATS-59,1,2,Radial Velocity,2018,1422.0,2.504,12.3,4036.441,176.0,,5670.0,1.04,1.04,642.884,0.631455889080021,False,False,False,False,False,,,13.7854
HATS-6 b,HATS-6,1,1,Transit,2015,3.3252725,0.03623,11.187,101.38777,713.0,M1 V,3724.0,0.57,0.57,169.318,10805.231092782295,True,False,False,False,False,,,14.3601
HATS-60 b,HATS-60,1,1,Transit,2018,3.560829,0.04708,12.924,210.40346,1528.0,,5688.0,1.46,1.1,486.474,6787.462355292767,False,False,False,False,False,,,12.5004
HATS-61 b,HATS-61,1,1,Transit,2018,7.817953,0.07908,13.395,1080.622,1226.0,,5542.0,1.66,1.08,679.761,1711.0228224457728,False,False,False,False,False,,,13.0682
HATS-62 b,HATS-62,1,1,Transit,2018,3.2768837,0.04163,11.825,56.89157,1237.0,,5416.0,0.93,0.9,523.067,2550.590461159609,False,False,False,False,False,,,13.8321
HATS-63 b,HATS-63,1,1,Transit,2018,3.0566527,0.04026,13.529,305.1168,1398.0,,5627.0,1.07,0.93,623.232,3328.525737479854,False,False,False,False,False,,,13.7213
HATS-64 b,HATS-64,1,1,Transit,2018,4.908897,0.06562,18.82,305.1168,1793.0,,6554.0,2.11,1.56,1080.15,3138.799369684056,False,False,False,False,False,,,12.839
HATS-65 b,HATS-65,2,1,Transit,2018,3.105161,0.04497,16.825,260.93843,1634.0,,6277.0,1.31,1.26,493.32,9870.735540198984,False,False,False,False,False,,,12.3793
HATS-66 b,HATS-66,1,1,Transit,2018,3.1414391,0.04714,15.816,1694.0339,1998.0,,6626.0,1.84,1.41,1477.98,1744.6675673461825,False,False,False,False,False,,,14.0086
HATS-67 b,HATS-67,1,1,Transit,2018,1.6091788,0.03032,18.887,460.8535,2193.0,,6594.0,1.44,1.44,960.109,8728.738229015731,False,False,False,False,False,,,13.5596
HATS-68 b,HATS-68,1,1,Transit,2018,3.5862202,0.05071,13.809,410.0007,1741.0,,6147.0,1.75,1.35,603.955,6225.929139223021,False,False,False,False,False,,,12.1631
HATS-69 b,HATS-69,1,1,Transit,2018,2.2252577,0.03211,10.593,183.38791,1296.0,,5137.0,0.88,0.89,414.537,4904.515117711495,True,False,False,False,False,,,13.7643
HATS-7 b,HATS-7,1,1,Transit,2015,3.185315,0.04012,6.311,38.1396,1084.0,K2,4985.0,0.82,0.85,240.707,2871.6054973550454,True,False,False,False,False,,,13.0499
HATS-70 b,HATS-70,1,1,Transit,2019,1.8882378,0.03632,15.513,4100.007,2730.0,,7930.0,1.88,1.78,1458.83,3029.7460805118994,False,False,False,False,False,,,12.586
HATS-71 b,HATS-71,1,1,Transit,2020,3.7955202,0.03745,11.478,117.5971,587.0,M3 V,3405.0,0.48,0.49,140.225,11006.782233213342,True,False,False,False,False,,,15.3512
HATS-72 b,HATS-72,1,1,Transit,2020,7.3279474,0.066517,8.097,39.85588,739.0,,4656.1,0.72,0.73,127.589,4718.690542387583,True,False,False,False,False,,,12.0725
HATS-74 A b,HATS-74 A,2,1,Transit,2021,1.73185606,0.02384,11.568,464.02947,895.0,,3776.9,0.58,0.6,299.389,8836.664480063879,True,False,False,False,False,,,15.9837
HATS-75 b,HATS-75,1,1,Transit,2021,2.7886556,0.032742,9.909,156.05375,772.0,,3790.4,0.58,0.6,194.964,8105.809307675897,True,False,False,False,False,,,14.9033
HATS-76 b,HATS-76,1,1,Transit,2021,1.9416423,0.02658,12.094,835.57088,940.0,,4016.0,0.63,0.66,385.689,5523.782485097202,True,False,False,False,False,,,15.7942
HATS-77 b,HATS-77,1,1,Transit,2021,3.0876262,0.03607,13.058,436.69623,828.0,,4071.0,0.64,0.66,436.176,2821.613087225025,False,False,False,False,False,,,15.7364
HATS-8 b,HATS-8,1,1,Transit,2015,3.583893,0.04667,9.785,43.86054,1324.0,,5679.0,1.09,1.06,794.637,827.1066038295866,False,False,False,False,False,,,14.337
HATS-9 b,HATS-9,1,1,Transit,2015,1.915291,0.0312,13.85,266.02371,1746.0,,5599.0,1.56,1.1,638.7,11755.624982825198,False,False,False,False,False,,,13.0983
HD 100546 b,HD 100546,1,1,Imaging,2014,,53.0,77.342,2701.54146,,B9 Vne,10500.0,1.85,2.4,109.677,6.058866578009583,False,False,False,False,,,,6.65514
HD 100655 b,HD 100655,2,1,Radial Velocity,2011,157.57001,0.68,13.5,511.7063,,G9 III,4891.0,10.06,2.28,137.178,21197.114198277708,False,False,False,False,,,,6.17883
HD 100777 b,HD 100777,1,1,Radial Velocity,2007,383.0,1.06,13.7,390.92894,,G8 V,5533.0,1.04,1.08,49.5336,736.3703560648398,False,True,False,False,,,,8.2387
HD 10180 c,HD 10180,1,6,Radial Velocity,2010,5.75969,0.06412,3.68,13.1,,G1 V,5911.0,1.11,1.06,38.9607,26736.285197515957,True,False,False,False,,,,7.17261
HD 10180 d,HD 10180,1,6,Radial Velocity,2010,16.357,0.12859,3.45,11.75,,G1 V,5911.0,1.11,1.06,38.9607,5842.735855854114,True,False,False,False,,,,7.17261
HD 10180 e,HD 10180,1,6,Radial Velocity,2010,49.748,0.2699,5.39,25.1,,G1 V,5911.0,1.11,1.06,38.9607,3237.160380941049,True,False,False,False,,,,7.17261
HD 10180 f,HD 10180,1,6,Radial Velocity,2010,122.744,0.4929,5.24,23.9,,G1 V,5911.0,1.11,1.06,38.9607,917.3549165413409,False,False,False,False,,,,7.17261
HD 10180 g,HD 10180,1,6,Radial Velocity,2010,604.67,1.427,4.91,21.4,,G1 V,5911.0,1.11,1.06,38.9607,96.09648297296114,False,True,False,False,,,,7.17261
HD 10180 h,HD 10180,1,6,Radial Velocity,2010,2205.0,3.381,9.4,64.4,,G1 V,5911.0,1.11,1.06,38.9607,62.74192234823649,False,False,False,False,,,,7.17261
HD 101930 b,HD 101930,2,1,Radial Velocity,2005,70.46,0.3,10.6,79.4575,,K1 V,5108.0,0.86,0.57,30.0274,10240.72408044095,True,False,False,False,,,,7.96664
HD 102117 b,HD 102117,1,1,Radial Velocity,2005,20.8133,0.15,8.47,54.0311,,G6 V,5655.0,1.23,1.06,39.5792,30793.602685169368,True,False,False,False,,,,7.28191
HD 102195 b,HD 102195,1,1,Radial Velocity,2006,4.11377,0.05,14.2,130.3103,,K0 V,5301.0,0.82,0.76,29.3386,630065.3735691705,True,False,False,False,,,,7.84665
HD 102272 b,HD 102272,1,1,Radial Velocity,2008,127.58,0.51,12.9,1570.0802,,K0,4790.0,10.3,1.45,347.097,5633.934554133257,False,False,False,False,,,,8.40499
HD 102329 b,HD 102329,1,2,Radial Velocity,2011,778.09998,1.81,12.6,2593.4928,,K0 III,4745.0,9.82,3.21,217.107,991.4236246903172,False,False,False,False,,,,7.58172
HD 102329 c,HD 102329,1,2,Radial Velocity,2018,1123.0,,13.5,483.1016,,K0 III,4830.0,6.3,1.3,217.107,,,,False,False,,,,7.58172
HD 102365 b,HD 102365,2,1,Radial Velocity,2010,122.1,0.46,4.14,16.0,,G3/5V,5630.0,0.95,0.85,9.2894,8471.433413823688,True,False,False,False,,,,4.71107
HD 102843 b,HD 102843,1,1,Radial Velocity,2019,3090.942,4.074,13.1,113.9,,K0 V,5436.0,0.96,0.95,62.758,24.193840788322774,False,False,False,False,,,,9.04883
HD 102956 b,HD 102956,2,1,Radial Velocity,2010,6.4947,0.0807,13.8,305.1168,,G5,4985.0,4.55,1.66,121.89,407471.9733755106,True,False,False,False,,,,7.60844
HD 103197 b,HD 103197,1,1,Radial Velocity,2009,47.84,0.25,5.83,28.6047,,K1 V(P),5250.0,0.88,0.8,57.1463,1289.5738055152021,True,False,False,False,,,,9.16421
HD 103720 b,HD 103720,1,1,Radial Velocity,2014,4.5557,0.0498,14.1,197.046,,K3 V,5017.0,0.73,0.79,45.5352,206030.1426263337,True,False,False,False,,,,9.22376
HD 103774 b,HD 103774,2,1,Radial Velocity,2013,5.8881,0.07,13.3,116.0,,F5 V,6489.0,1.58,1.33,56.4089,283221.43186527095,True,False,False,False,,,,7.00938
HD 103891 b,HD 103891,1,1,Radial Velocity,2022,1919.0,3.27,13.2,918.5241,,F9,6072.0,2.22,1.28,55.5213,260.51879056805694,False,False,False,False,,,,6.436
HD 103949 b,HD 103949,1,1,Radial Velocity,2019,120.878,0.439,3.35,11.2,,K3 V,4792.0,0.75,0.77,26.4997,466.4457986136411,True,False,False,False,,,,8.38479
HD 104067 b,HD 104067,1,2,Radial Velocity,2009,55.851,0.2674,9.2,62.1,,K2 V,4952.0,0.78,0.82,20.3632,17368.00760802527,True,False,False,False,,,,7.62029
HD 104067 c,HD 104067,1,2,Radial Velocity,2024,13.8992,0.1058,3.69,13.2,,K2V,4952.0,0.78,0.82,20.3632,17847.547594206317,True,False,False,False,,,,7.62029
HD 10442 b,HD 10442,1,1,Radial Velocity,2014,1032.3,2.01,13.6,472.61321,,K0 IV,4912.0,1.97,1.01,135.374,96.9499593118545,False,False,False,False,,,,7.57742
HD 104985 b,HD 104985,1,1,Radial Velocity,2003,199.68,0.715,12.8,1766.80811,,G9 III,4738.0,11.12,1.22,100.576,39176.77762922206,False,False,False,False,,,,5.49698
HD 105618 b,HD 105618,1,2,Radial Velocity,2022,10.02245,0.091,5.44,25.42627,,,5671.0,1.27,1.01,70.0837,11735.143722032166,True,False,False,False,,,,8.46692
HD 105618 c,HD 105618,1,2,Radial Velocity,2022,77114.07158,35.731,11.9,8419.59233,,,5671.0,1.27,1.01,70.0837,0.36423106106761904,False,False,False,False,,,,8.46692
HD 105779 b,HD 105779,1,1,Radial Velocity,2022,2412.0,3.38,14.1,203.41018,,G2,5792.0,0.94,0.89,55.2411,50.389018146676825,False,False,False,False,,,,8.49018
HD 106252 b,HD 106252,1,1,Radial Velocity,2002,1531.0,2.61,12.5,3178.28407,,G0,5874.0,1.1,1.01,38.185,190.34382476983512,False,False,False,False,,,,7.26281
HD 106270 b,HD 106270,1,1,Radial Velocity,2011,1888.0,3.34,12.4,3623.24384,,G5 IV,5509.0,2.66,1.39,93.808,110.82403446725193,False,False,False,False,,,,7.39531
HD 106315 b,HD 106315,1,2,Transit,2017,9.55237,0.0907,2.44,12.6,1153.0,F5 V,6327.0,1.3,1.09,109.353,1022.7991987889624,True,False,False,False,False,,,8.88841
HD 106315 c,HD 106315,1,2,Transit,2017,21.05704,0.1536,4.35,15.2,886.0,F5 V,6327.0,1.3,1.09,109.353,1133.499631073582,False,False,False,False,False,,,8.88841
HD 10647 b,HD 10647,1,1,Radial Velocity,2006,989.2,2.015,13.8,298.75,,F9 V,6218.0,1.1,1.11,17.3357,1888.472550573794,False,False,False,False,,,,5.38178
HD 106515 A b,HD 106515 A,2,1,Radial Velocity,2012,3586.86089,4.491,12.5,3025.09078,,G5 V,5362.0,0.91,0.93,34.0915,55.19814461818229,False,False,False,False,,,,7.7777
HD 106906 b,HD 106906,1,1,Imaging,2013,,650.0,12.4,3496.0,1800.0,F5 V,6516.0,2.12,1.5,103.029,0.00154088209864455,False,False,False,False,False,,,7.68639
HD 10697 b,HD 10697,1,1,Radial Velocity,1999,1075.3799,2.051,12.8,1825.28854,,G3 V,5641.0,1.86,0.99,33.1205,1228.3460627389888,False,False,False,False,,,,6.10286
HD 107148 b,HD 107148,2,2,Radial Velocity,2005,48.056,0.269,9.6,66.741,,G5 V,5797.0,1.17,1.12,49.4156,7139.724989182168,True,False,False,False,,,,7.85111
HD 107148 c,HD 107148,2,2,Radial Velocity,2021,18.3267,0.1407,4.7,19.89606,,G5 V,5752.92,1.17,1.11,49.4156,6255.342572067901,True,False,False,False,,,,7.85111
HD 108147 b,HD 108147,1,1,Radial Velocity,2002,10.8985,0.102,10.9,82.95,890.0,F8 V CH+0.4,6255.73,1.21,1.22,38.92,110376.78240701511,True,False,False,False,False,,,6.85345
HD 108202 b,HD 108202,1,1,Radial Velocity,2023,2990.0,3.7,13.1,953.48522,,K4/5 V,4556.03,0.66,0.74,38.6846,36.4880616542437,False,False,False,False,,,,9.78272
HD 108236 b,HD 108236,1,5,Transit,2020,3.795963,0.04527,1.615,3.24,1099.0,G3 V,5660.0,0.88,0.87,64.5978,2361.8589258615048,True,False,False,True,False,True,,9.08745
HD 108236 c,HD 108236,1,5,Transit,2020,6.203449,0.062,2.071,4.94,932.0,G3 V,5660.0,0.88,0.87,64.5978,2070.650053970827,True,False,False,True,False,,,9.08745
HD 108236 d,HD 108236,1,5,Transit,2020,14.175685,0.1074,2.539,6.98,708.0,G3 V,5660.0,0.88,0.87,64.5978,1037.16231463412,True,False,False,False,False,,,9.08745
HD 108236 e,HD 108236,1,5,Transit,2020,19.590025,0.1367,3.083,9.71,636.0,G3 V,5660.0,0.88,0.87,64.5978,943.930261896274,True,False,False,False,False,,,9.08745
HD 108236 f,HD 108236,1,5,Transit,2021,29.54115,0.1758,2.017,4.72,,G3 V,5660.0,0.88,0.87,64.5978,244.28901826235307,True,False,False,True,,,,9.08745
HD 108341 b,HD 108341,2,1,Radial Velocity,2014,1129.0,2.0,13.3,715.11392,,K2 V,5122.0,0.79,0.84,48.9102,115.37151504393191,False,False,False,False,,,,9.14337
HD 108863 b,HD 108863,1,1,Radial Velocity,2011,437.7,1.32,13.3,767.24162,,K0,4878.0,5.74,1.59,164.742,1232.453481912591,False,True,False,False,,,,7.45422
